Name,Device Type,Device MAC,Associated To Mac,Associated To Hostname,IPv4 Address,IPv6 Address,User Name,Wlan,Channel,RF-Domain,Vlan,OS,Authentication,Encryption,BSSID
fpg763-02,Intel Corp,F4-96-34-DE-6B-79,84-24-8D-1B-88-58,AP3015-1B8858,10.171.55.37,fe80::25a1:991c:ef0d:d7af,host/fpg763-02.ds.mot.com,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5F-20
TWQ638-01,Intel Corp,F4-96-34-DE-6B-AB,84-24-8D-1B-86-A0,AP3039-1B86A0,10.171.58.68,N/A,host/TWQ638-01.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-4C-00
FHJ487-01,Intel Corp,F4-96-34-DE-6C-AF,84-24-8D-1B-86-A4,AP3009-1B86A4,10.171.59.98,fe80::c5b3:e681:7a5e:dc29,host/FHJ487-01.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5C-20
DMX438-02,Intel Corp,F4-96-34-E3-25-5B,84-24-8D-1B-88-B8,AP3016-1B88B8,10.171.63.113,fe80::3169:2dc6:aa5:8da3,F4-96-34-E3-25-5B,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-65-10
btvr67-02,Intel Corp,F4-96-34-E3-26-28,84-24-8D-1B-86-D8,AP3049-1B86D8,10.171.50.121,N/A,host/btvr67-02.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5D-60
APB032-01,Intel Corp,F4-96-34-E4-34-6E,84-24-8D-1B-86-DC,AP3010-1B86DC,10.171.56.239,fe80::7cd7:6986:f690:eaa9,host/APB032-01.ds.mot.com,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-6A-D0
amn014-01,Intel Corp,F4-96-34-E4-34-B9,84-24-8D-1B-86-D4,AP3048-1B86D4,10.171.56.23,fe80::8033:2f58:7431:fce4,host/amn014-01.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-4C-E0
ALD009-03,Intel Corp,F4-96-34-E4-34-CD,84-24-8D-1B-88-10,AP3018-1B8810,10.171.55.212,fe80::ad12:2f05:116e:b199,host/ALD009-03.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-05-D0
(null),Intel Corp,F4-96-34-E4-35-22,84-24-8D-1B-84-F4,AP3080-1B84F4,N/A,fe80::f82c:33e9:1ad0:5873,host/CBM863-02.ds.mot.com,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5C-40
XDFW87-04,Intel Corp,F4-96-34-E4-35-54,84-24-8D-84-1C-58,AP3503-841C58,10.171.62.188,N/A,host/XDFW87-04.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-9D-FF-10
fmp768-02,Intel Corp,F4-96-34-E4-36-8F,84-24-8D-1B-85-A0,AP3087-1B85A0,10.171.53.100,fe80::65db:56fb:7b4:662f,host/fmp768-02.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-78-30
nwxc37-03,Intel Corp,F4-96-34-E4-37-4D,84-24-8D-1B-84-EC,AP3055-1B84EC,10.171.63.205,fe80::a01d:5a8e:90dd:d469,host/nwxc37-03.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-46-30
xtr874,Intel Corp,F4-96-34-E4-37-57,84-24-8D-1B-89-6C,AP3014-1B896C,10.171.50.212,fe80::9ab0:e71f:e477:a9b7,xtr874,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-55-00
apw021-01,Intel Corp,F4-96-34-E4-37-5C,84-24-8D-84-1C-5C,AP3504-841C5C,10.171.50.144,fe80::144a:44d0:8aeb:47c2,host/apw021-01.ds.mot.com,LAB-Wireless,6,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-9D-95-80
XPWM67-01,Intel Corp,F4-96-34-E4-37-70,84-24-8D-1B-85-74,AP3012-1B8574,10.171.59.159,fe80::c83c:dcc0:bac4:983e,host/XPWM67-01.ds.mot.com,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5C-E0
BNWK48-01,Intel Corp,F4-96-34-E4-37-7F,84-24-8D-1B-87-0C,AP3078-1B870C,10.171.57.217,fe80::a52b:19a3:4270:4dea,host/BNWK48-01.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-41-FF-30
abo003-01,Intel Corp,F4-96-34-E4-37-8E,84-24-8D-1B-88-10,AP3018-1B8810,10.171.57.185,fe80::50ce:eef3:f725:4b9b,host/abo003-01.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-05-D0
XGTV43-01,Intel Corp,F4-96-34-E4-37-B1,84-24-8D-1B-88-10,AP3018-1B8810,150.130.87.48,fe80::8c02:de8a:f7d0:872c,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-05-D1
KWG734-02,Intel Corp,F4-96-34-E4-37-B6,84-24-8D-1B-86-C4,AP3006-1B86C4,10.171.62.113,fe80::ecf9:a985:f09e:a77d,host/KWG734-02.ds.mot.com,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5D-A0
nwd763-03,Intel Corp,F4-96-34-E4-37-CA,B8-50-01-37-4C-80,AP4681-374C80,10.171.56.59,fe80::8dd0:6434:bc40:36e3,host/nwd763-03.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,B8-50-01-55-BF-30
QBPX37-ZB15G4,Intel Corp,F4-96-34-E7-B0-3F,84-24-8D-1A-0B-20,AP0191-1A0B20,10.2.115.218,fe80::3409:7c54:97e3:b0df,host/QBPX37-ZB15G4.ds.mot.com,LAB-Wireless,108,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-38-3B-C0
C00440-ZB15G4,Intel Corp,F4-96-34-E7-B1-7A,84-24-8D-1B-2D-D8,AP0054-1B2DD8,10.2.119.45,fe80::9c63:9d2b:5ea1:8141,host/C00440-ZB15G4.ds.mot.com,LAB-Wireless,100,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-47-A0
RDT438-01,Intel Corp,F4-96-34-E7-BB-C5,84-24-8D-1B-86-D8,AP3049-1B86D8,10.171.59.70,fe80::2487:2d7b:8226:9263,host/RDT438-01.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5D-60
TQNX46-03,Intel Corp,F4-96-34-E7-BC-FB,84-24-8D-1B-88-10,AP3018-1B8810,10.171.50.207,fe80::f153:464e:fe16:ccc9,host/TQNX46-03.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-05-D0
LAPTOP-3IA71RGV,Intel Corp,F4-96-34-F4-71-B2,B8-50-01-17-67-60,AP3816-176760,150.130.100.203,fe80::e0fb:547d:fad8:444b,,M-Guest,36,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-81-51
(null),Hon Hai (Foxconn),F4-B7-E2-12-0F-C7,84-24-8D-1A-F5-1C,AP2342-1AF51C,0.0.0.0,N/A,,M-Guest,52,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-3B-A1
its-hp4340s,Hon Hai (Foxconn),F4-B7-E2-85-23-37,84-24-8D-1B-76-10,AP4407-1B7610,150.130.66.32,fe80::4831:e099:80c5:49b5,,M-Guest,1,ASIAZKR35,164,Unknown,psk,ccmp,84-24-8D-41-19-81
Galaxy-J6,F4-C2-48,F4-C2-48-00-58-D8,84-24-8D-1B-87-8C,AP3064-1B878C,150.130.81.80,fe80::f6c2:48ff:fe00:58d8,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-C6-51
Galaxy-J6,F4-C2-48,F4-C2-48-00-71-12,84-24-8D-1A-2E-64,AP3193-1A2E64,150.130.101.80,fe80::f6c2:48ff:fe00:7112,,M-Guest,11,EMEAZWG39,164,Unknown,psk,ccmp,84-24-8D-37-CC-51
Thanosandroid,F4-C2-48,F4-C2-48-18-9E-2D,84-24-8D-1B-89-A8,AP3038-1B89A8,150.130.80.22,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-EB-B1
(null),F4-C2-48,F4-C2-48-19-72-B5,B8-50-01-73-B5-FC,AP3563-73B5FC,0.0.0.0,N/A,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,B8-50-01-8C-A3-A1
Galaxy-A6,F4-C2-48,F4-C2-48-19-74-AF,84-24-8D-1B-86-B8,AP3057-1B86B8,150.130.82.138,fe80::f6c2:48ff:fe19:74af,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-86-21
(null),F4-C2-48,F4-C2-48-19-74-C3,84-24-8D-1B-85-38,AP3091-1B8538,0.0.0.0,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-88-11
Galaxy-A6,F4-C2-48,F4-C2-48-19-92-0B,B8-50-01-73-BA-38,AP3567-73BA38,150.130.80.3,N/A,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,B8-50-01-8B-C3-71
Galaxy-J6,F4-C2-48,F4-C2-48-1B-9A-F7,84-24-8D-84-1C-74,AP3501-841C74,150.130.80.127,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-9D-93-E1
Galaxy-A6,F4-C2-48,F4-C2-48-1F-0C-2E,84-24-8D-1B-86-98,AP3061-1B8698,150.130.80.80,N/A,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-4A-11
ip,F4-C2-48,F4-C2-48-21-75-1E,84-24-8D-1B-84-34,AP3097-1B8434,150.130.82.198,fe80::f6c2:48ff:fe21:751e,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-77-A1
Galaxy-A8-2018,F4-C2-48,F4-C2-48-5D-E5-53,B8-50-01-17-67-83,AP3855-176783,150.130.6.119,fe80::f6c2:48ff:fe5d:e553,,M-Guest,44,EMEAZUK112,164,Unknown,psk,ccmp,B8-50-01-0C-81-31
Galaxy-J6,F4-C2-48,F4-C2-48-E2-8B-38,84-24-8D-84-1C-78,AP3502-841C98,150.130.81.93,fe80::f6c2:48ff:fee2:8b38,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-9D-92-B1
(null),Huawei Tech Co,F4-CB-52-14-4F-98,84-24-8D-1B-86-A4,AP3009-1B86A4,0.0.0.0,N/A,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-AD-F1
HUAWEI_P9,Huawei Tech Co,F4-CB-52-66-4B-EB,B8-50-01-73-BA-38,AP3567-73BA38,150.130.83.192,fe80::f6cb:52ff:fe66:4beb,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,B8-50-01-8B-C3-71
HUAWEI_P9_lite,Huawei Tech Co,F4-CB-52-6C-D0-93,84-24-8D-1B-85-A4,AP3019-1B85A4,150.130.80.61,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-F1-71
(null),Huawei Tech Co,F4-CB-52-6C-D2-BF,84-24-8D-1B-89-5C,AP3086-1B895C,0.0.0.0,N/A,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-B5-F1
(null),Huawei Tech Co,F4-CB-52-74-05-4A,84-24-8D-86-39-28,AP3559-863928,0.0.0.0,N/A,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-B0-A6-51
HUAWEI_P9,Huawei Tech Co,F4-CB-52-74-4D-E9,84-24-8D-1B-85-0C,AP3087-1B85A0,150.130.82.181,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-78-31
HUAWEI_P9_lite,Huawei Tech Co,F4-CB-52-7C-FD-79,84-24-8D-1B-82-D4,AP4218-1B82D4,150.130.68.140,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-D1-81
honor_5A,Huawei Tech Co,F4-CB-52-A5-82-05,84-24-8D-1B-83-30,AP4128-1B8330,150.130.67.91,N/A,,M-Guest,6,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-F2-61
HUAWEI_P9_lite,Huawei Tech Co,F4-CB-52-AA-51-81,84-24-8D-1B-71-70,AP4212-1B7170,150.130.68.130,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-AC-41
HUAWEI_P9,Huawei Tech Co,F4-CB-52-AA-8E-A7,84-24-8D-1B-81-F8,AP4133-1B8360,150.130.64.138,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-F0-11
HUAWEI_P9_lite,Huawei Tech Co,F4-CB-52-AE-B4-84,84-24-8D-1B-71-70,AP4212-1B7170,150.130.70.93,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-AC-41
(null),Apple Inc,F4-F1-5A-23-FA-CE,84-24-8D-1B-75-A4,AP4120-1B71F0,0.0.0.0,N/A,,M-Guest,149,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-42-20-11
(null),Apple Inc,F4-F1-5A-AC-E5-35,84-24-8D-1B-85-F4,AP3042-1B85F4,0.0.0.0,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-4E-21
(null),Motorola Inc,F4-F1-E1-27-6E-6C,84-24-8D-1A-2F-B4,AP3307-1A2FC0,0.0.0.0,N/A,,M-Guest,11,EMEAZUK02,164,Unknown,psk,ccmp,84-24-8D-38-CB-31
(null),Motorola Inc,F4-F1-E1-29-D7-AE,84-24-8D-DF-65-D8,AP3488-DF65D8,0.0.0.0,N/A,,M-Guest,1,EMEAZUK118,164,Unknown,psk,ccmp,74-67-F7-08-DB-71
F4-F1-E1-89-6A-5B,Motorola Inc,F4-F1-E1-89-6A-5B,84-24-8D-1B-36-10,AP0209-1B3610,150.130.2.128,N/A,,M-Guest,11,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-BF-B1
android-d99c1612...,Motorola Inc,F4-F1-E1-8A-71-CE,84-24-8D-1B-7F-AC,AP4362-1B7FAC,150.130.124.102,N/A,,M-Guest,1,AMERZBR32,164,Unknown,psk,ccmp,84-24-8D-3F-F2-A1
(null),TP-LINK Tech,F4-F2-6D-19-A6-F1,84-24-8D-1B-7E-4C,AP4169-1B7E4C,0.0.0.0,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-01-11
F4-F2-6D-EE-5A-DE,TP-LINK Tech,F4-F2-6D-EE-5A-DE,84-24-8D-1B-77-98,AP4083-1B7798,150.130.129.206,fe80::21a7:354a:3e82:d38b,,M-ExtLAB,11,ASIAZMY33,166,Unknown,psk,ccmp,84-24-8D-40-95-42
F4-F5-24-08-8B-02,Motorola Inc,F4-F5-24-08-8B-02,84-24-8D-1B-20-7C,AP2335-1B207C,150.130.0.178,N/A,,M-Guest,11,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3E-AC-61
F4-F5-24-2F-67-AC,Motorola Inc,F4-F5-24-2F-67-AC,84-24-8D-1B-2D-F0,AP0155-1B2DF0,150.130.8.223,fe80::f6f5:24ff:fe2f:67ac,,M-Guest,100,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3F-49-91
android-7b02321a...,Motorola Inc,F4-F5-24-39-45-85,84-24-8D-1A-0F-5C,AP1496-1A0F5C,150.130.44.199,N/A,,M-Guest,11,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-37-E4-E1
(null),Motorola Inc,F4-F5-24-3A-DF-49,84-24-8D-1B-75-FC,AP4414-1B7848,0.0.0.0,N/A,,M-Guest,149,ASIAZKR35,164,Unknown,psk,ccmp,84-24-8D-40-23-71
(null),Motorola Inc,F4-F5-24-3B-56-4A,84-24-8D-1A-FB-B0,AP0645-1AFBB0,0.0.0.0,N/A,,M-Guest,36,AMERUT11,164,Unknown,psk,ccmp,84-24-8D-3F-19-B1
F4-F5-24-3D-C1-CD,Motorola Inc,F4-F5-24-3D-C1-CD,84-24-8D-1A-0E-FC,AP0303-1A0EFC,150.130.8.130,fe80::f6f5:24ff:fe3d:c1cd,,M-Guest,1,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-37-E5-11
android-358ec3f1...,Motorola Inc,F4-F5-24-3E-1C-78,84-24-8D-1B-34-44,AP0038-1B3444,150.130.12.103,N/A,,M-Guest,1,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-AF-51
(null),Motorola Inc,F4-F5-24-3F-F1-B3,B8-50-01-73-B5-B0,AP3564-73B658,0.0.0.0,N/A,,M-Guest,6,EMEAZPL13,164,Unknown,psk,ccmp,B8-50-01-8B-86-E1
android-c824bb37...,Motorola Inc,F4-F5-24-41-4D-6E,84-24-8D-1B-25-64,AP0833-1B2564,150.130.32.216,N/A,,M-Guest,36,AMERNY41,164,Unknown,psk,ccmp,84-24-8D-3F-30-A1
android-57081b31...,Motorola Inc,F4-F5-24-41-4E-22,84-24-8D-1A-F6-58,AP0857-1AF658-WA25,150.130.12.182,N/A,,M-Guest,1,AMERWA25,164,Unknown,psk,ccmp,84-24-8D-3E-29-81
F4-F5-24-42-C9-15,Motorola Inc,F4-F5-24-42-C9-15,84-24-8D-1A-0F-5C,AP1496-1A0F5C,150.130.10.168,N/A,,M-Guest,11,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-37-E4-E1
F4-F5-24-44-D2-D7,Motorola Inc,F4-F5-24-44-D2-D7,84-24-8D-1B-34-FC,AP0208-1B34FC,150.130.12.156,N/A,,M-Guest,1,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-B3-E1
android-878b722f...,Motorola Inc,F4-F5-24-49-3F-6A,84-24-8D-1B-80-CC,AP4508-1B80CC,150.130.32.160,N/A,,M-Guest,6,AMERZAR06,164,Unknown,psk,ccmp,84-24-8D-3F-B2-01
F4-F5-24-49-56-D7,Motorola Inc,F4-F5-24-49-56-D7,84-24-8D-1A-FC-C0,AP0084-1AFCC0,150.130.12.126,N/A,,M-Guest,1,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-21-51
android-ffe82b6f...,Motorola Inc,F4-F5-24-49-68-17,84-24-8D-1B-25-64,AP0833-1B2564,150.130.47.112,N/A,,M-Guest,36,AMERNY41,164,Unknown,psk,ccmp,84-24-8D-3F-30-A1
(null),Motorola Inc,F4-F5-24-5E-E3-9A,84-24-8D-1A-1F-00,AP4600-1A1F00,0.0.0.0,N/A,,M-Guest,149,ASIAZIN01,164,Unknown,psk,ccmp,84-24-8D-38-15-01
F4-F5-24-79-23-E9,Motorola Inc,F4-F5-24-79-23-E9,84-24-8D-1B-34-64,AP2101-1B3464,150.130.36.141,N/A,,M-Guest,11,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-3E-B0-81
F4-F5-24-7A-46-BC,Motorola Inc,F4-F5-24-7A-46-BC,84-24-8D-1B-35-F0,AP0156-1B35F0,150.130.12.115,N/A,,M-Guest,6,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-BD-81
(null),Motorola Inc,F4-F5-24-7D-24-EA,84-24-8D-1A-0E-FC,AP0303-1A0EFC,0.0.0.0,N/A,,M-Guest,60,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-38-65-C1
F4-F5-24-7D-30-60,Motorola Inc,F4-F5-24-7D-30-60,84-24-8D-1B-86-B8,AP3057-1B86B8,150.130.80.25,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-86-21
(null),Motorola Inc,F4-F5-24-7D-3B-DC,84-24-8D-1B-86-D8,AP3049-1B86D8,0.0.0.0,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-BA-41
(null),Motorola Inc,F4-F5-24-7E-F3-08,84-24-8D-1B-87-AC,AP3073-1B87AC,0.0.0.0,N/A,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-80-91
android-6909fa42...,Motorola Inc,F4-F5-24-7F-21-A3,84-24-8D-1B-22-04,AP0194-1B2204,150.130.3.114,N/A,,M-Guest,149,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3F-4C-81
F4-F5-24-7F-D0-C9,Motorola Inc,F4-F5-24-7F-D0-C9,84-24-8D-1B-22-34,AP0120-1B2234,150.130.12.51,fe80::f6f5:24ff:fe7f:d0c9,,M-Guest,36,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3F-4C-A1
F4-F5-24-7F-D9-5D,Motorola Inc,F4-F5-24-7F-D9-5D,84-24-8D-1B-23-A8,AP2385-1B23A8,150.130.5.114,N/A,,M-Guest,132,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-5E-91
F4-F5-24-82-C6-A3,Motorola Inc,F4-F5-24-82-C6-A3,84-24-8D-1B-2D-58,AP1284-1B2D58,150.130.1.237,fe80::f6f5:24ff:fe82:c6a3,,M-Guest,149,AMERMD10,164,Unknown,psk,ccmp,84-24-8D-3F-48-61
F4-F5-24-8A-DA-51,Motorola Inc,F4-F5-24-8A-DA-51,84-24-8D-1B-88-B8,AP3016-1B88B8,150.130.82.67,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-F8-91
F4-F5-24-8D-D6-F7,Motorola Inc,F4-F5-24-8D-D6-F7,84-24-8D-1A-0E-70,AP0302-1A0E70,150.130.11.248,fe80::f6f5:24ff:fe8d:d6f7,,M-Guest,1,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-37-A9-11
F4-F5-24-CE-56-D8,Motorola Inc,F4-F5-24-CE-56-D8,84-24-8D-1B-21-CC,AP0196-1B21CC,150.130.8.27,N/A,,M-Guest,44,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3F-4B-91
android-50c6c8e3...,Motorola Inc,F4-F5-24-D0-4E-2F,84-24-8D-1A-22-B8,AP4520-1A22B8,150.130.43.227,fe80::f6f5:24ff:fed0:4e2f,,M-Guest,1,AMERZMX34,164,Unknown,psk,ccmp,84-24-8D-38-E8-61
android-783802b2...,Motorola Inc,F4-F5-24-D0-60-9D,84-24-8D-1B-88-58,AP3015-1B8858,150.130.80.88,N/A,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-5F-21
(null),Motorola Inc,F4-F5-24-D1-32-F4,84-24-8D-1B-24-84,AP1355-1B2670,0.0.0.0,N/A,,M-Guest,108,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-3F-3B-61
android-fa672bcf...,Motorola Inc,F4-F5-24-D1-9A-F6,B8-50-01-17-66-CF,AP3801-1766CF,150.130.101.115,N/A,,M-Guest,1,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0B-5D-C1
(null),Motorola Inc,F4-F5-24-D1-C4-48,84-24-8D-84-1C-54,AP3508-841C68,0.0.0.0,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-9D-FF-D1
F4-F5-24-D2-50-46,Motorola Inc,F4-F5-24-D2-50-46,84-24-8D-1B-81-24,AP4373-1B8124,150.130.116.93,fe80::f6f5:24ff:fed2:5046,,M-Guest,44,ASIAZHK46,164,Unknown,psk,ccmp,84-24-8D-41-F6-B1
android-9dd03a6b...,Motorola Inc,F4-F5-24-D7-6F-ED,84-24-8D-19-62-B8,AP3340-1962B8,150.130.97.139,N/A,,M-Guest,36,EMEAZNO07,164,Unknown,psk,ccmp,84-24-8D-32-81-41
(null),Motorola Inc,F4-F5-24-D7-CA-C9,84-24-8D-1A-2E-6C,AP3258-1A2E6C,0.0.0.0,N/A,,M-Guest,36,EMEAZUK02,164,Unknown,psk,ccmp,84-24-8D-38-2B-A1
android-8d89baff...,Motorola Inc,F4-F5-24-D7-E6-77,B8-50-01-17-62-BF,AP3832-1762BF-ZUK113,150.130.101.19,N/A,,M-Guest,6,EMEAZUK113,164,Unknown,psk,ccmp,B8-50-01-0B-80-81
(null),Motorola Inc,F4-F5-24-D7-E6-9B,84-24-8D-DF-5F-B0,AP3477-DF5FB0,0.0.0.0,N/A,,M-Guest,1,EMEAZUK113,164,Unknown,psk,ccmp,74-67-F7-09-87-01
android-12c9046c...,Motorola Inc,F4-F5-24-D7-E9-A4,84-24-8D-1A-2F-E8,AP3253-1A2FE8,150.130.100.97,N/A,,M-Guest,11,EMEAZUK02,164,Unknown,psk,ccmp,84-24-8D-38-F3-E1
android-7b7de03c...,Motorola Inc,F4-F5-24-D7-E9-B9,B8-50-01-17-6A-30,AP3837-176A30,150.130.100.243,N/A,,M-Guest,1,EMEAZUK113,164,Unknown,psk,ccmp,B8-50-01-0B-7B-A1
(null),Motorola Inc,F4-F5-24-D8-30-06,B8-50-01-17-67-D8,AP3818-1767D8,0.0.0.0,N/A,,M-Guest,36,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-81-F1
android-6a2bb09d...,Motorola Inc,F4-F5-24-D8-30-57,84-24-8D-DF-66-38,AP3491-DF6638,150.130.101.178,N/A,,M-Guest,44,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-0B-18-F1
android-bd17edd4...,Motorola Inc,F4-F5-24-D8-32-91,B8-50-01-17-67-29,AP3823-176729,150.130.96.224,N/A,,M-Guest,44,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-CB-C1
android-fd7ac8e7...,Motorola Inc,F4-F5-24-E2-18-A5,84-24-8D-1B-20-90,AP2170-1B2090,150.130.42.122,N/A,,M-Guest,116,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-3F-2A-61
F4-F5-24-EE-4B-C7,Motorola Inc,F4-F5-24-EE-4B-C7,84-24-8D-1B-82-F4,AP4361-1B82F4,150.130.124.25,fe80::f6f5:24ff:feee:4bc7,,M-Guest,44,AMERZBR32,164,Unknown,psk,ccmp,84-24-8D-40-6B-11
android-d8d6a7f9...,Motorola Inc,F4-F5-24-FB-0C-3D,84-24-8D-1B-7F-50,AP4163-1B7F50,150.130.67.88,N/A,,M-Guest,6,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-DF-B1
RedmiNote4-Redmi,F4-F5-DB,F4-F5-DB-0B-B9-71,84-24-8D-1B-87-8C,AP3064-1B878C,150.130.82.2,N/A,,M-Guest,1,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-C6-51
Redmi4X-Redmi,F4-F5-DB,F4-F5-DB-39-D3-D4,84-24-8D-1B-86-98,AP3061-1B8698,150.130.81.100,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-40-A6-51
(null),F4-F5-DB,F4-F5-DB-C0-F0-27,84-24-8D-1B-86-A0,AP3041-1B8730,65.90.80.76,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-68-31
RedmiNote4-Redmi,F4-F5-DB,F4-F5-DB-C5-B2-5B,84-24-8D-1B-86-D8,AP3049-1B86D8,150.130.84.39,N/A,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-5D-61
